trip_id,month,season,zone_id,zone_name,latitude,longitude,origin_harbour_id,distance_from_port_km,species,species_suitable_for_zone,gear_type,boat_type,trip_duration_hours,hour_of_day,sea_surface_temperature_c,chlorophyll_mg_m3,wave_height_m,wind_speed_kmh,wind_direction,rainfall_mm,zone_yield_score,fishing_effort_vessels,demand,catch_kg,market_price_per_kg,fuel_cost_inr,transport_cost_inr
DEMO-01234,2,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9221,75.5437,HBR-KOC,75.4,Mackerel,1,Longline,Mechanized Trawler,14.5,11,28.27,1.89,0.63,9.9,NE,6.3,94,10,High,199.3,333.72,2533.0,490.0
DEMO-01235,11,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8665,75.5925,HBR-KOC,77.3,Mackerel,1,Longline,Mechanized Trawler,15.8,11,28.39,1.18,1.96,23.5,SW,4.8,94,6,High,75.3,241.95,2597.0,502.0
DEMO-01236,6,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8745,72.9253,HBR-MNG,464.4,Mackerel,1,Trawl,Mechanized Trawler,14.5,13,28.75,1.49,1.48,14.1,W,4.7,78,2,High,165.4,279.35,15604.0,3019.0
DEMO-01237,9,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6066,70.1389,HBR-VER,40.3,Pomfret,1,Ring Seine,Motorized,6.6,14,27.82,2.11,2.31,15.7,S,7.9,91,11,High,11.0,747.56,846.0,262.0
DEMO-01238,10,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5592,83.7396,HBR-VSK,52.1,Tuna,1,Ring Seine,Mechanized Trawler,11.0,18,29.0,1.88,1.8,22.8,SE,19.5,87,6,High,107.1,333.14,1751.0,339.0
DEMO-01239,12,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5992,70.1188,HBR-VER,40.2,Pomfret,1,Hook & Line,Motorized,10.8,14,27.71,2.28,0.84,15.2,SW,2.0,91,10,High,11.5,706.59,844.0,261.0
DEMO-01240,9,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8899,72.7817,HBR-MNG,501.8,Sardine,0,Longline,Mechanized Trawler,12.3,5,27.95,1.83,2.28,19.3,W,2.4,78,1,Medium,117.9,154.55,16860.0,3262.0
DEMO-01241,7,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4929,83.7564,HBR-VSK,44.7,Tuna,1,Ring Seine,Motorized,7.2,16,28.09,2.07,1.83,25.4,SW,9.1,87,5,High,45.6,353.4,939.0,291.0
DEMO-01242,10,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5617,83.734,HBR-VSK,46.8,Tuna,1,Longline,Mechanized Trawler,14.5,8,27.87,2.35,1.27,24.6,E,11.6,87,7,High,119.2,349.27,1572.0,304.0
DEMO-01243,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8647,75.643,HBR-KOC,67.1,Mackerel,1,Hook & Line,Mechanized Trawler,18.6,16,27.91,1.41,2.17,18.7,SE,2.3,94,1,High,49.6,285.25,2255.0,436.0
DEMO-01244,5,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.7763,80.2648,HBR-CHN,139.0,Tuna,0,Ring Seine,Mechanized Trawler,14.1,10,29.41,0.95,0.46,11.6,SE,23.3,72,1,High,140.5,380.23,4670.0,904.0
DEMO-01245,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4201,83.7008,HBR-VSK,54.4,Tuna,1,Trawl,Mechanized Trawler,16.4,10,28.4,1.79,1.28,21.1,E,22.3,87,6,High,103.5,372.27,1828.0,354.0
DEMO-01246,5,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8339,75.6394,HBR-KOC,70.4,Mackerel,1,Longline,Mechanized Trawler,13.5,18,28.37,1.91,2.11,14.4,N,2.4,94,9,High,100.2,263.26,2365.0,458.0
DEMO-01247,12,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.7827,75.5535,HBR-KOC,75.6,Tuna,1,Longline,Mechanized Trawler,15.1,11,28.37,1.6,1.57,10.4,E,3.9,94,10,High,85.8,354.38,2540.0,491.0
DEMO-01248,12,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8949,77.1652,HBR-TUT,152.1,Tuna,1,Ring Seine,Mechanized Trawler,14.5,5,27.9,2.21,1.65,18.4,S,1.7,98,11,High,120.3,369.36,5111.0,989.0
DEMO-01249,9,monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8427,80.1515,HBR-CHN,137.3,Kingfish,0,Gillnet,Mechanized Trawler,16.2,6,28.9,0.83,2.25,25.8,W,19.9,72,4,Medium,19.7,417.42,4613.0,892.0
DEMO-01250,1,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6877,70.2295,HBR-VER,38.8,Tuna,0,Trawl,Mechanized Trawler,14.5,19,28.0,2.22,1.47,17.5,N,0.5,91,7,High,154.5,379.91,1304.0,252.0
DEMO-01251,9,monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8625,80.2069,HBR-CHN,134.3,Pomfret,0,Longline,Mechanized Trawler,17.5,5,28.21,0.65,1.4,18.8,NE,7.6,72,1,High,29.1,689.46,4512.0,873.0
DEMO-01252,9,monsoon,PFZ-06,Veraval Saurashtra Bank,20.5971,70.0702,HBR-VER,32.6,Pomfret,1,Ring Seine,Mechanized Trawler,14.1,17,26.6,1.91,1.71,16.8,S,1.6,91,7,High,49.5,756.37,1095.0,212.0
DEMO-01253,5,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9272,75.5211,HBR-KOC,76.7,Sardine,1,Hook & Line,Mechanized Trawler,16.6,17,27.61,1.51,1.53,13.0,S,1.7,94,10,Medium,165.0,170.17,2577.0,499.0
DEMO-01254,10,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8275,72.907,HBR-MNG,546.4,Sardine,0,Longline,Mechanized Trawler,15.9,8,26.81,1.84,1.17,16.2,NE,0.1,78,2,Medium,231.2,155.21,18359.0,3552.0
DEMO-01255,7,monsoon,PFZ-03,Wadge Bank Special Zone,7.9183,77.2455,HBR-TUT,159.2,Tuna,1,Hook & Line,Mechanized Trawler,14.3,15,26.78,1.79,1.63,20.0,SE,1.3,98,12,High,43.5,368.77,5349.0,1035.0
DEMO-01256,9,monsoon,PFZ-03,Wadge Bank Special Zone,7.8974,77.1918,HBR-TUT,166.5,Tuna,1,Ring Seine,Mechanized Trawler,11.5,10,27.25,2.4,1.8,29.4,SW,11.1,98,8,High,54.2,297.58,5594.0,1082.0
DEMO-01257,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4836,83.6814,HBR-VSK,44.3,Tuna,1,Longline,Mechanized Trawler,16.1,6,29.43,1.78,1.63,24.4,NE,9.5,87,6,High,71.4,365.08,1488.0,288.0
DEMO-01258,2,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6593,70.1842,HBR-VER,33.5,Pomfret,1,Ring Seine,Mechanized Trawler,13.1,18,28.05,2.16,1.25,18.7,NW,10.3,91,5,High,41.9,882.75,1126.0,218.0
DEMO-01259,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6621,70.2022,HBR-VER,33.9,Pomfret,1,Ring Seine,Motorized,11.9,5,27.52,1.61,0.73,24.6,W,1.1,91,9,High,36.2,752.75,712.0,220.0
DEMO-01260,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4326,83.7363,HBR-VSK,50.9,Tuna,1,Gillnet,Mechanized Trawler,15.3,11,29.66,2.05,0.78,15.3,E,7.1,87,7,High,150.3,378.61,1710.0,331.0
DEMO-01261,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9141,75.646,HBR-KOC,70.9,Sardine,1,Ring Seine,Mechanized Trawler,12.7,19,28.94,1.58,1.45,8.5,SW,2.1,94,11,Medium,317.5,161.52,2382.0,461.0
DEMO-01262,8,monsoon,PFZ-03,Wadge Bank Special Zone,7.8395,77.1471,HBR-TUT,148.2,Tuna,1,Ring Seine,Mechanized Trawler,11.3,18,28.25,1.91,1.91,22.7,W,26.7,98,8,High,105.6,332.46,4980.0,963.0
DEMO-01263,5,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8182,80.222,HBR-CHN,129.8,Sardine,0,Ring Seine,Mechanized Trawler,16.1,8,29.13,1.03,1.51,15.4,NW,0.8,72,1,Medium,287.1,161.02,4361.0,844.0
DEMO-01264,6,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4299,83.6686,HBR-VSK,46.6,Mackerel,0,Trawl,Mechanized Trawler,12.3,9,28.01,1.31,2.08,11.0,N,10.0,87,1,High,100.3,274.52,1566.0,303.0
DEMO-01265,8,monsoon,PFZ-05,Visakhapatnam Deep Front,17.5347,83.7765,HBR-VSK,43.2,Tuna,1,Trawl,Mechanized Trawler,14.3,18,29.02,0.83,1.97,28.2,S,2.0,87,2,High,67.9,347.35,1452.0,281.0
DEMO-01266,7,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4206,83.6376,HBR-VSK,51.3,Tuna,1,Trawl,Mechanized Trawler,14.9,18,28.52,1.43,1.82,21.5,W,2.8,87,1,High,95.9,337.55,1724.0,333.0
DEMO-01267,10,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6387,70.2202,HBR-VER,38.5,Pomfret,1,Gillnet,Motorized,9.1,5,28.59,2.02,0.66,16.6,NW,2.3,91,8,High,32.9,712.73,808.0,250.0
DEMO-01268,8,monsoon,PFZ-02,Mangaluru Shelf Front,12.7308,74.3422,HBR-MNG,55.2,Kingfish,1,Longline,Mechanized Trawler,11.7,5,28.53,1.71,1.61,29.5,NE,2.2,89,3,Medium,41.9,461.0,1855.0,359.0
DEMO-01269,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8564,75.5717,HBR-KOC,69.6,Tuna,1,Hook & Line,Mechanized Trawler,16.0,13,29.22,2.09,0.98,8.6,E,0.5,94,9,High,118.6,330.05,2339.0,452.0
DEMO-01270,11,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8529,77.2076,HBR-TUT,160.5,Tuna,1,Longline,Mechanized Trawler,13.0,12,27.84,2.01,2.03,20.0,S,1.0,98,11,High,69.9,312.53,5393.0,1043.0
DEMO-01271,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8917,75.6172,HBR-KOC,75.5,Tuna,1,Ring Seine,Mechanized Trawler,20.5,17,28.74,2.41,0.65,22.0,NW,3.1,94,8,High,288.8,398.38,2537.0,491.0
DEMO-01272,10,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8059,72.775,HBR-MNG,513.8,Mackerel,1,Hook & Line,Mechanized Trawler,16.3,4,29.2,1.34,0.77,7.2,E,12.4,78,2,High,156.0,250.64,17264.0,3340.0
DEMO-01273,12,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.7896,77.1547,HBR-TUT,157.8,Tuna,1,Ring Seine,Mechanized Trawler,11.8,17,28.21,2.27,0.98,18.4,SW,3.5,98,16,High,244.9,369.98,5302.0,1026.0
DEMO-01274,4,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5543,83.6604,HBR-VSK,51.8,Tuna,1,Hook & Line,Mechanized Trawler,16.1,7,28.73,1.56,0.87,11.3,S,0.1,87,4,High,106.3,367.78,1740.0,337.0
DEMO-01275,2,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8055,72.8345,HBR-MNG,465.3,Kingfish,0,Trawl,Mechanized Trawler,14.5,18,28.92,0.43,1.48,12.9,E,1.8,78,6,Medium,58.8,498.0,15634.0,3024.0
DEMO-01276,11,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6981,70.1845,HBR-VER,36.5,Pomfret,1,Hook & Line,Mechanized Trawler,13.6,5,26.43,1.89,1.62,18.4,W,4.9,91,10,High,20.2,753.16,1226.0,237.0
DEMO-01277,4,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7656,74.2865,HBR-MNG,64.2,Kingfish,1,Longline,Mechanized Trawler,13.3,6,29.12,1.01,1.48,17.6,SE,10.7,89,11,Medium,36.6,478.29,2157.0,417.0
DEMO-01278,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8264,75.6366,HBR-KOC,81.0,Tuna,1,Ring Seine,Mechanized Trawler,10.6,6,28.45,1.59,1.07,10.3,SW,8.0,94,6,High,172.0,378.31,2722.0,526.0
DEMO-01279,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5138,83.671,HBR-VSK,53.7,Tuna,1,Trawl,Mechanized Trawler,12.9,16,28.79,1.97,1.69,20.7,S,1.7,87,2,High,62.4,359.96,1804.0,349.0
DEMO-01280,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4422,83.6326,HBR-VSK,42.7,Tuna,1,Hook & Line,Motorized,6.6,19,28.39,1.41,0.44,11.6,E,0.7,87,3,High,49.3,366.23,897.0,278.0
DEMO-01281,10,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.9248,80.2259,HBR-CHN,155.8,Sardine,0,Longline,Mechanized Trawler,14.3,16,29.59,0.84,1.06,6.4,N,8.8,72,1,Medium,177.2,154.07,5235.0,1013.0
DEMO-01282,12,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.7989,77.2392,HBR-TUT,136.6,Mackerel,0,Ring Seine,Mechanized Trawler,13.8,19,27.83,1.79,0.92,15.6,N,14.6,98,9,High,244.5,253.85,4590.0,888.0
DEMO-01283,2,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7232,74.3745,HBR-MNG,65.7,Kingfish,1,Hook & Line,Mechanized Trawler,9.9,13,28.8,1.16,1.14,10.7,SE,9.6,89,6,Medium,26.8,484.72,2208.0,427.0
DEMO-01284,4,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4205,83.6605,HBR-VSK,48.2,Tuna,1,Ring Seine,Mechanized Trawler,19.6,19,29.85,1.73,1.58,12.8,SE,1.8,87,3,High,169.9,383.89,1620.0,313.0
DEMO-01285,8,monsoon,PFZ-02,Mangaluru Shelf Front,12.6924,74.2456,HBR-MNG,67.1,Kingfish,1,Longline,Mechanized Trawler,12.7,4,29.06,1.3,1.86,22.2,W,1.6,89,6,Medium,34.3,460.72,2255.0,436.0
DEMO-01286,2,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4869,83.6834,HBR-VSK,46.1,Tuna,1,Longline,Mechanized Trawler,17.0,18,29.0,1.55,0.61,12.6,W,7.0,87,8,High,187.5,392.88,1549.0,300.0
DEMO-01287,12,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8958,80.1456,HBR-CHN,161.2,Pomfret,0,Gillnet,Mechanized Trawler,14.4,13,28.69,0.96,1.82,14.4,W,5.4,72,5,High,16.4,711.75,5416.0,1048.0
DEMO-01288,3,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.7735,77.279,HBR-TUT,146.5,Tuna,1,Hook & Line,Mechanized Trawler,14.1,4,27.09,2.23,0.32,11.5,S,0.6,98,11,High,149.8,362.17,4922.0,952.0
DEMO-01289,2,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7931,74.2623,HBR-MNG,54.1,Kingfish,1,Hook & Line,Mechanized Trawler,10.0,19,28.93,1.45,0.74,14.8,S,11.3,89,5,Medium,40.2,503.28,1818.0,352.0
DEMO-01290,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6761,70.1976,HBR-VER,35.4,Pomfret,1,Gillnet,Motorized,4.1,18,29.57,2.35,1.19,22.2,E,5.8,91,9,High,19.5,702.25,743.0,230.0
DEMO-01291,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8376,75.6465,HBR-KOC,82.1,Pomfret,0,Gillnet,Mechanized Trawler,12.2,12,27.99,2.06,2.53,25.6,NW,18.5,94,7,High,12.1,730.24,2759.0,534.0
DEMO-01292,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.7803,75.6242,HBR-KOC,67.5,Mackerel,1,Ring Seine,Mechanized Trawler,13.0,16,28.52,1.61,1.26,20.8,NW,9.8,94,5,High,155.9,292.39,2268.0,439.0
DEMO-01293,10,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.7804,80.2362,HBR-CHN,156.4,Pomfret,0,Gillnet,Mechanized Trawler,12.5,18,29.23,0.69,1.81,10.8,E,11.8,72,3,High,24.9,719.24,5255.0,1017.0
DEMO-01294,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.8186,74.2658,HBR-MNG,62.3,Tuna,0,Gillnet,Mechanized Trawler,18.3,8,27.79,1.34,0.24,18.3,E,13.9,89,10,High,150.0,329.97,2093.0,405.0
DEMO-01295,6,monsoon,PFZ-03,Wadge Bank Special Zone,7.9188,77.2372,HBR-TUT,156.8,Tuna,1,Ring Seine,Mechanized Trawler,17.7,18,27.77,2.73,1.89,22.2,E,2.3,98,11,High,162.2,384.86,5268.0,1019.0
DEMO-01296,2,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.9072,77.2684,HBR-TUT,146.7,Tuna,1,Gillnet,Mechanized Trawler,13.8,13,27.06,2.27,0.85,11.6,SE,4.3,98,14,High,195.9,377.98,4929.0,954.0
DEMO-01297,8,monsoon,PFZ-03,Wadge Bank Special Zone,7.9248,77.2772,HBR-TUT,156.7,Tuna,1,Gillnet,Mechanized Trawler,18.7,7,27.48,2.39,1.41,18.6,NW,53.4,98,6,High,128.9,342.37,5265.0,1019.0
DEMO-01298,10,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.9162,77.1748,HBR-TUT,139.1,Tuna,1,Longline,Mechanized Trawler,13.2,19,26.24,1.65,1.33,26.8,S,1.8,98,15,High,84.1,345.18,4674.0,904.0
DEMO-01299,5,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.929,77.2404,HBR-TUT,144.0,Tuna,1,Longline,Mechanized Trawler,11.7,15,27.45,1.58,1.26,14.3,N,3.6,98,12,High,112.0,345.53,4838.0,936.0
DEMO-01300,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8257,75.6066,HBR-KOC,82.5,Sardine,1,Trawl,Mechanized Trawler,13.9,10,28.29,1.78,1.44,5.8,N,8.2,94,7,Medium,221.9,158.18,2772.0,536.0
DEMO-01301,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6997,70.2019,HBR-VER,36.2,Sardine,0,Gillnet,Motorized,2.7,9,27.74,2.08,1.75,18.1,NW,3.4,91,2,Medium,56.4,185.56,760.0,235.0
DEMO-01302,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8286,75.6768,HBR-KOC,77.9,Tuna,1,Ring Seine,Mechanized Trawler,15.6,9,27.29,1.9,1.74,25.0,W,9.6,94,8,High,71.8,346.24,2617.0,506.0
DEMO-01303,4,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.699,74.2934,HBR-MNG,59.5,Kingfish,1,Trawl,Mechanized Trawler,15.5,9,28.16,1.53,1.22,13.9,W,6.7,89,5,Medium,73.7,571.51,1999.0,387.0
DEMO-01304,6,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6951,70.1811,HBR-VER,35.1,Mackerel,0,Gillnet,Motorized,7.8,11,28.51,2.1,0.67,25.9,SE,0.3,91,15,High,75.2,279.44,737.0,228.0
DEMO-01305,7,monsoon,PFZ-03,Wadge Bank Special Zone,7.8019,77.2072,HBR-TUT,150.7,Mackerel,0,Gillnet,Mechanized Trawler,11.9,4,27.38,1.87,1.25,19.0,SE,3.1,98,16,High,176.8,265.17,5064.0,980.0
DEMO-01306,10,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.7249,70.1953,HBR-VER,33.6,Mackerel,0,Ring Seine,Motorized,12.6,10,27.65,1.97,1.41,15.4,SW,2.3,91,10,High,115.5,235.31,706.0,218.0
DEMO-01307,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8219,75.5807,HBR-KOC,68.9,Tuna,1,Gillnet,Mechanized Trawler,16.2,7,28.32,1.79,0.95,17.7,NE,5.0,94,7,High,179.4,388.12,2315.0,448.0
DEMO-01308,12,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5994,70.2143,HBR-VER,38.8,Pomfret,1,Ring Seine,Motorized,10.9,5,27.29,1.73,1.28,22.7,SE,2.2,91,9,High,27.2,737.55,815.0,252.0
DEMO-01309,8,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8227,75.6175,HBR-KOC,66.4,Sardine,1,Trawl,Mechanized Trawler,11.3,18,27.86,2.21,1.42,18.5,NE,11.1,94,6,Medium,284.2,146.47,2231.0,432.0
DEMO-01310,6,monsoon,PFZ-02,Mangaluru Shelf Front,12.7553,74.2464,HBR-MNG,58.0,Kingfish,1,Longline,Mechanized Trawler,11.0,6,28.41,1.69,2.59,25.3,SW,2.6,89,5,Medium,16.6,426.69,1949.0,377.0
DEMO-01311,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5361,83.7128,HBR-VSK,52.4,Tuna,1,Ring Seine,Mechanized Trawler,9.7,6,28.45,1.11,1.78,12.5,NE,5.9,87,6,High,104.3,363.37,1761.0,341.0
DEMO-01312,10,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7895,74.3614,HBR-MNG,60.5,Kingfish,1,Gillnet,Mechanized Trawler,12.8,16,26.98,1.06,0.94,19.1,N,20.2,89,9,Medium,39.5,461.07,2033.0,393.0
DEMO-01313,7,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4873,83.764,HBR-VSK,54.2,Tuna,1,Hook & Line,Mechanized Trawler,16.4,6,29.02,1.07,1.73,18.7,E,0.5,87,5,High,52.2,357.91,1821.0,352.0
DEMO-01314,8,monsoon,PFZ-02,Mangaluru Shelf Front,12.6985,74.3466,HBR-MNG,64.8,Sardine,0,Trawl,Mechanized Trawler,16.1,5,27.78,1.42,2.18,13.8,E,1.4,89,10,Medium,166.6,151.93,2177.0,421.0
DEMO-01315,3,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8691,77.2189,HBR-TUT,142.8,Tuna,1,Hook & Line,Mechanized Trawler,16.3,7,28.3,2.68,1.27,16.3,SW,3.5,98,15,High,82.7,423.41,4798.0,928.0
DEMO-01316,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6321,70.1671,HBR-VER,39.6,Pomfret,1,Ring Seine,Motorized,5.5,16,28.08,2.43,1.22,9.1,E,2.8,91,7,High,34.3,899.9,832.0,257.0
DEMO-01317,5,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.7983,72.8572,HBR-MNG,557.4,Mackerel,1,Longline,Mechanized Trawler,10.9,13,29.88,2.24,1.02,12.0,SE,0.9,78,1,High,103.7,277.61,18729.0,3623.0
DEMO-01318,6,monsoon,PFZ-05,Visakhapatnam Deep Front,17.545,83.6263,HBR-VSK,42.9,Tuna,1,Ring Seine,Mechanized Trawler,13.9,5,28.29,1.37,1.78,27.4,NW,4.1,87,3,High,113.3,321.87,1441.0,279.0
DEMO-01319,7,monsoon,PFZ-03,Wadge Bank Special Zone,7.8193,77.2011,HBR-TUT,143.2,Pomfret,0,Longline,Mechanized Trawler,13.7,16,28.28,2.19,1.74,23.0,SW,0.4,98,16,High,27.4,755.01,4812.0,931.0
DEMO-01320,4,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7043,74.3783,HBR-MNG,59.6,Kingfish,1,Gillnet,Mechanized Trawler,14.2,6,28.43,1.79,0.93,6.4,NW,1.4,89,5,Medium,76.0,493.53,2003.0,387.0
DEMO-01321,7,monsoon,PFZ-05,Visakhapatnam Deep Front,17.477,83.6622,HBR-VSK,52.3,Tuna,1,Ring Seine,Mechanized Trawler,11.3,17,28.47,1.44,1.77,22.7,NW,17.9,87,5,High,67.4,375.13,1757.0,340.0
DEMO-01322,6,monsoon,PFZ-03,Wadge Bank Special Zone,7.917,77.2769,HBR-TUT,148.2,Tuna,1,Trawl,Mechanized Trawler,12.3,16,27.99,1.65,1.7,26.5,SW,4.6,98,11,High,95.5,345.59,4980.0,963.0
DEMO-01323,8,monsoon,PFZ-03,Wadge Bank Special Zone,7.8328,77.2599,HBR-TUT,135.9,Tuna,1,Longline,Mechanized Trawler,12.8,6,27.59,1.87,2.2,23.5,S,2.4,98,8,High,48.8,375.04,4566.0,883.0
DEMO-01324,12,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8383,80.177,HBR-CHN,131.4,Kingfish,0,Trawl,Mechanized Trawler,15.5,4,28.73,1.03,1.15,10.6,NE,0.4,72,4,Medium,83.4,453.71,4415.0,854.0
DEMO-01325,10,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8809,77.1299,HBR-TUT,140.2,Tuna,1,Ring Seine,Mechanized Trawler,12.2,4,27.31,1.41,0.51,13.9,S,1.2,98,12,High,258.5,358.19,4711.0,911.0
DEMO-01326,6,monsoon,PFZ-05,Visakhapatnam Deep Front,17.5208,83.6326,HBR-VSK,43.7,Tuna,1,Gillnet,Motorized,6.2,5,29.11,1.65,1.59,18.0,W,27.5,87,3,High,37.7,339.97,918.0,284.0
DEMO-01327,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6124,70.1422,HBR-VER,39.3,Pomfret,1,Hook & Line,Motorized,7.5,17,27.76,2.36,1.06,11.9,SW,23.3,91,4,High,16.2,855.88,825.0,255.0
DEMO-01328,11,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8583,80.1203,HBR-CHN,136.7,Kingfish,0,Ring Seine,Mechanized Trawler,15.9,7,28.97,0.77,1.54,9.2,NE,6.7,72,6,Medium,85.3,454.91,4593.0,889.0
DEMO-01329,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7655,74.2455,HBR-MNG,67.1,Kingfish,1,Hook & Line,Mechanized Trawler,17.3,6,28.18,1.61,0.96,12.8,NW,5.6,89,10,Medium,41.4,514.78,2255.0,436.0
DEMO-01330,2,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.916,75.5923,HBR-KOC,83.6,Mackerel,1,Hook & Line,Mechanized Trawler,17.5,17,29.9,2.36,0.85,15.7,S,1.9,94,13,High,124.5,276.1,2809.0,543.0
DEMO-01331,6,monsoon,PFZ-03,Wadge Bank Special Zone,7.7857,77.2696,HBR-TUT,134.6,Tuna,1,Ring Seine,Mechanized Trawler,16.1,17,27.79,1.69,1.85,17.9,NE,2.7,98,6,High,153.6,346.79,4523.0,875.0
DEMO-01332,10,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9071,75.658,HBR-KOC,79.9,Tuna,1,Gillnet,Mechanized Trawler,14.4,15,27.67,1.04,1.49,28.1,N,5.0,94,10,High,45.1,334.8,2685.0,519.0
DEMO-01333,11,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.505,83.6287,HBR-VSK,43.6,Tuna,1,Gillnet,Motorized,12.7,8,29.63,1.85,1.65,18.5,SE,7.2,87,1,High,68.5,380.03,916.0,283.0
DEMO-01334,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.447,83.7572,HBR-VSK,49.3,Tuna,1,Trawl,Mechanized Trawler,18.8,18,28.64,1.94,2.06,23.1,NE,12.4,87,7,High,85.7,399.2,1656.0,320.0
DEMO-01335,12,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.7239,70.1923,HBR-VER,33.3,Pomfret,1,Longline,Mechanized Trawler,12.9,5,27.64,1.53,0.75,21.1,NW,0.2,91,5,High,41.0,759.77,1119.0,216.0
